gx,gy,plantCMP_Dim1,plantCMP_Dim2,altitude,convex,slope,GRA.EW,GRA.NS,aspect,ASP.EW,ASP.NS,stage,litterC,litterN,l.CN,litterP,rootC,rootN,r.CN,rootP,soilC,soilN,s.CN,s.NC,soilP,s.CP,soil.available.P,topoPC1,topoPC2,NutrPC1,NutrPC2,pH,Richness,H,simp,invsimp,J,LL,LW,LLWR,SLA,MH,N,P,LA,Fdisp,pd.obs.z,mpd.obs.z,mntd.obs.z,AM,EM,EM/AM,ErM,Nfix,Nfix.wAM.NM,wAM.NM,unknow,TotalBasalArea,logEMPerc,AMPerc,EMPerc,AGBgrowth,SqrtAGBgrowth,AGBgrowth_AM,SqrtAGBgrowth_AM,AGBgrowth_EM,SqrtAGBgrowth_EM,G_EM,G_AM,G,G_EM/AM,G_EMPerc,F_l_Richness,F_l_Chao1,F_l_ACE,F_l_ShannonE,F_l_Simpson,F_l_PielousE,F_l_Abundance,ascom_l_Richness,ascom_l_Chao1,ascom_l_ACE,ascom_l_ShannonE,ascom_l_Simpson,ascom_l_PielousE,ascom_l_Abundance,basid_l_Richness,basid_l_Chao1,basid_l_ACE,basid_l_ShannonE,basid_l_Simpson,basid_l_PielousE,basid_l_Abundance,ecm_l_Richness,ecm_l_Chao1,ecm_l_ACE,ecm_l_ShannonE,ecm_l_Simpson,ecm_l_PielousE,ecm_l_Abundance,pat_l_Richness,pat_l_Chao1,pat_l_ACE,pat_l_ShannonE,pat_l_Simpson,pat_l_PielousE,pat_l_Abundance,sap_l_Richness,sap_l_Chao1,sap_l_ACE,sap_l_ShannonE,sap_l_Simpson,sap_l_PielousE,sap_l_Abundance,F_r_Richness,F_r_Chao1,F_r_ACE,F_r_ShannonE,F_r_Simpson,F_r_PielousE,F_r_Abundance,ascom_r_Richness,ascom_r_Chao1,ascom_r_ACE,ascom_r_ShannonE,ascom_r_Simpson,ascom_r_PielousE,ascom_r_Abundance,basid_r_Richness,basid_r_Chao1,basid_r_ACE,basid_r_ShannonE,basid_r_Simpson,basid_r_PielousE,basid_r_Abundance,ecm_r_Richness,ecm_r_Chao1,ecm_r_ACE,ecm_r_ShannonE,ecm_r_Simpson,ecm_r_PielousE,ecm_r_Abundance,pat_r_Richness,pat_r_Chao1,pat_r_ACE,pat_r_ShannonE,pat_r_Simpson,pat_r_PielousE,pat_r_Abundance,sap_r_Richness,sap_r_Chao1,sap_r_ACE,sap_r_ShannonE,sap_r_Simpson,sap_r_PielousE,sap_r_Abundance,F_s_Richness,F_s_Chao1,F_s_ACE,F_s_ShannonE,F_s_Simpson,F_s_PielousE,F_s_Abundance,ascom_s_Richness,ascom_s_Chao1,ascom_s_ACE,ascom_s_ShannonE,ascom_s_Simpson,ascom_s_PielousE,ascom_s_Abundance,basid_s_Richness,basid_s_Chao1,basid_s_ACE,basid_s_ShannonE,basid_s_Simpson,basid_s_PielousE,basid_s_Abundance,ecm_s_Richness,ecm_s_Chao1,ecm_s_ACE,ecm_s_ShannonE,ecm_s_Simpson,ecm_s_PielousE,ecm_s_Abundance,pat_s_Richness,pat_s_Chao1,pat_s_ACE,pat_s_ShannonE,pat_s_Simpson,pat_s_PielousE,pat_s_Abundance,sap_s_Richness,sap_s_Chao1,sap_s_ACE,sap_s_ShannonE,sap_s_Simpson,sap_s_PielousE,sap_s_Abundance
360,360,-0.5941,-0.1841,218.10525,-4.766083333,43.9108476,0.564825111,-0.779575083,144.0755661,0.586717782,-0.809791482,36.60011661,470.22,10.41,45.17002882,0.3,NA,NA,NA,NA,120.14,5.76,20.85763889,0.047944065,0.13,924.1538462,3.02,0.5555,1.5028,1.8432,0.4017,3.5,2,0.500402424,0.32,1.470588235,0.721928095,95.975,40.596,2.3794,76.6812,5.8,1.02058,0.0585,29.10028,0.041733489,2.744388072,2.504758611,2.814955378,11.02538657,0,0,0,0,0,0,0,11.02538657,-6,1,0,766.7626788,27.69047993,572.8509062,23.93430396,61.93814876,7.870079336,0,3.2148,8.0548,0,0,258,406.2222222,446.6728091,2.814201336,0.845795386,0.506793052,5976,195,314.625,337.6663739,2.525100956,0.821621409,0.478873728,5545,57,84.27272727,93.90733453,2.863270367,0.874115586,0.708195414,422,5,11,17.88888889,1.475076311,0.734693878,0.916516443,7,42,61,73.02846154,1.23889829,0.579014134,0.331462761,2217,76,107.2307692,113.2783199,3.298162869,0.924127803,0.76157145,636,137,221.1764706,214.0196539,3.107116215,0.921641833,0.631530134,5976,88,128.6153846,129.6435282,2.659000528,0.886966671,0.593879942,3503,46,88.75,80.82774838,2.092646841,0.768480638,0.546576873,2469,17,31,41.34782609,1.242528242,0.578361453,0.438557952,1773,8,13,17.44444444,1.276727836,0.549346017,0.613976306,29,50,88,74.69976028,2.218189304,0.819050156,0.567018471,1550,214,337.1176471,366.6538387,3.316467517,0.925423694,0.618054853,5976,121,192.2916667,238.0575357,3.266994051,0.9220244,0.681221171,1276,74,106.5,106.0520497,2.411271302,0.861520177,0.560231142,4234,34,47.2,50.35240275,1.902536654,0.795527438,0.539518475,3197,7,7.6,9.625,1.893788232,0.842975207,0.973214633,11,83,140.2727273,139.7775298,2.953173461,0.910673658,0.668314095,1337
362,360,-1.012,-0.2812,220.30025,-8.520083333,44.03194627,-0.785266497,-0.563910179,234.3173804,-0.812260463,-0.5832949,67.71704762,471.2,8.61,54.72706156,0.23,NA,NA,NA,NA,89.84,4.4,20.41818182,0.048975957,0.21,427.8095238,3.56,-0.743,-1.8076,0.9229,1.2832,3.98,2,0.693147181,0.5,2,1,84.5555,35.7495,2.383,91.386,5.5,1.1119,0.06225,22.3852,0.065208576,2.744388072,2.504758611,2.814955378,6.378975422,0,0,0,0,0,0,0,6.378975422,-6,1,0,1164.36402,34.12277861,992.3629583,31.50179294,40.0274382,6.326724129,0,2.3964,7.2364,0,0,311,594.6097561,552.336423,3.081029231,0.892752178,0.53678404,5976,233,427.25,401.7630385,2.799187896,0.877128258,0.513514612,5573,72,164.625,144.692464,3.206671444,0.900454583,0.749806357,363,10,55,NA,2.302585093,0.9,1,10,41,61,58.20338341,0.995134599,0.355986339,0.267972341,1407,105,161.8947368,163.4412684,2.208745016,0.671244507,0.474594721,1555,87,103.2352941,113.4368573,1.972096187,0.673886924,0.441589064,5976,59,71.66666667,87.23327596,1.199457786,0.431060533,0.294162298,4421,24,25,25.63141026,1.879918804,0.772997353,0.591531454,1522,9,9,9.395061728,1.267610219,0.638991716,0.576914272,650,3,3,3.858752817,0.823959217,0.486111111,0.75,12,45,56.66666667,68.32271468,2.479620436,0.873745116,0.651389621,1169,239,348.4375,390.4135871,2.732810398,0.802036403,0.499010059,5976,158,239.4285714,282.571279,3.916222204,0.957109808,0.773560235,869,53,72,82.1122449,1.44889327,0.601661618,0.364933688,4154,27,38.25,42.90891768,1.126845128,0.541026795,0.341899546,3865,12,40,35.50905604,2.076823476,0.814814815,0.83577525,27,90,123.0555556,131.2809996,3.023843579,0.912491931,0.671993662,1469
365,360,-1.1522,-0.2346,220.30025,-8.520083333,44.03194627,-0.785266497,-0.563910179,234.3173804,-0.812260463,-0.5832949,67.71704762,443.4,10.56,41.98863636,0.24,NA,NA,NA,NA,129.45,6.64,19.49548193,0.051293936,0.32,404.53125,15.93,-0.743,-1.8076,4.7176,2.3254,3.54,2,0.636514168,0.444444444,1.8,0.918295834,78.21133333,33.057,2.385,99.55533333,5.333333333,1.162633333,0.064333333,18.6546,0.057963179,2.744388072,2.504758611,2.814955378,12.49185109,0,0,0,0,0,0,0,12.49185109,-6,1,0,2521.666274,50.21619534,2481.638836,49.81604998,40.0274382,6.326724129,0,2.6364,2.6364,0,0,267,397.326087,419.8926926,3.029145098,0.847966386,0.542153264,5976,190,269.6363636,284.1545598,3.22267995,0.885481077,0.614191951,3311,68,113.0909091,118.9370079,1.173853691,0.395721408,0.278196835,2628,11,15.2,20.625,2.338371705,0.897777778,0.975176744,15,35,41.875,44.69282072,2.174300333,0.798460305,0.611557658,513,91,118.1875,120.9193955,1.575565691,0.499336855,0.349282812,2894,100,145.7692308,147.4222932,2.603666604,0.870976431,0.565379019,5976,63,90.27272727,101.7452334,2.193413376,0.752304363,0.529409136,1498,35,47,44.6754352,1.982425567,0.797482413,0.55758973,4473,12,13.5,17.34013605,1.160290152,0.618772284,0.466935107,3096,2,2,3.111111111,0.562335145,0.375,0.811278124,4,44,66.66666667,69.46985816,1.746955604,0.735453752,0.461645893,1753,303,589.5384615,596.8551065,3.483711,0.926310552,0.60970842,5976,160,359.3333333,408.3834203,3.387233478,0.905314098,0.66741231,1480,114,200.7692308,183.5735832,2.696242631,0.850402287,0.569284134,2530,66,98.5,101.5582513,2.132360378,0.781783469,0.508958497,2053,16,34.33333333,35.11904762,2.622498229,0.9152,0.945866297,25,109,232.75,236.244635,2.379762436,0.809110943,0.507266247,2936
370.6066017,280.6066017,5.6706,-8.501,197.69125,3.73778125,40.70386245,-0.603225654,-0.61331393,224.5248837,-0.701218917,-0.712946022,23.12635337,423.12,9.19,46.04134929,0.26,315.63,11.83,26.68047337,0.35,62.18,3.01,20.65780731,0.048407848,0.14,444.1428571,1.02,-0.4217,-1.4578,0.0546,-1.0407,4.02,13,2.305911295,0.875148633,8.00952381,0.899008508,87.11672414,35.43296552,2.441172414,120.9296207,12.51724138,1.318562069,0.062296552,22.33657241,0.118534134,2.401776452,1.914526499,1.77174848,109.0470716,175.2030487,1.606673578,5.939241487,0,0,0,0,290.1893618,-0.219139109,0.375779012,0.603754209,12419.50136,111.4428165,3437.889071,58.63351491,8922.990342,94.4615813,19.9756,14.1904,35.2424,1.407684068,0.566805893,193,298,339.8491933,2.139950393,0.679219668,0.406626709,5976,150,244.6666667,257.1266251,2.016843557,0.666410966,0.402512543,5860,38,46.07692308,56.79688002,3.309669117,0.952048214,0.90985312,107,1,1,1,0,0,NA,2,32,49.5,50.82644459,0.801928203,0.323667626,0.231387568,4002,64,91.06666667,99.71668551,3.426898034,0.942147062,0.8239948,261,236,346.6756757,364.1057766,3.463203099,0.926805168,0.633841455,5976,126,167.4,186.1277469,2.871462988,0.875195848,0.593733584,3379,99,160.75,157.1461743,2.570090915,0.782698152,0.559308788,2194,45,71.25,62.49723525,2.698531641,0.876494928,0.708897006,721,10,13,14.63157895,1.842586785,0.796006944,0.800225273,48,64,103,101.3864316,2.786502037,0.903619539,0.670012112,1229,236,384.53125,373.4540332,3.347282632,0.928298536,0.612625489,5976,162,249.6521739,245.5596207,3.715160245,0.947930988,0.7302388,1856,50,93.875,108.6944899,1.616000838,0.730326511,0.41308572,2308,30,64.2,108.7902098,1.221693526,0.616296144,0.359195127,1372,9,37,68.26530612,1.799958798,0.746666667,0.819196552,15,85,112.6,110.1369474,2.662700416,0.862975775,0.599349411,2791
380,300,0.4424,-0.2262,197.69125,3.73778125,40.70386245,-0.603225654,-0.61331393,224.5248837,-0.701218917,-0.712946022,23.12635337,472.95,8.93,52.96192609,0.16,436.68,12.1,36.0892562,0.48,53.12,2.75,19.31636364,0.051769578,0.1,531.2,0.07,-0.4217,-1.4578,-0.7405,0.7129,4.14,8,2.007556307,0.857142857,7,0.96543051,90.665,34.45278571,2.628214286,123.637,12.35714286,1.328585714,0.0635,22.89055714,0.126232241,-0.220360428,0.022588715,-0.614738387,22.76716337,299.2176655,13.1425097,0.700834594,0,0,0,0,322.6856635,-0.032791972,0.070555237,0.927272883,9819.757996,99.09469207,988.9054229,31.44686666,8830.852573,93.97261608,30.1376,7.7604,38.0276,3.883511159,0.792519118,186,232.6304348,254.3427314,1.571280408,0.449727121,0.300680555,5976,138,165.7179487,184.8626677,4.028557061,0.965638191,0.817606991,757,42,62,60.03020401,0.761572018,0.275917665,0.203755841,5207,15,22,22.39560654,2.338271681,0.865079365,0.863452118,42,27,32.5,43.95075034,2.262913951,0.792438272,0.686597682,144,61,82.08333333,87.26090536,0.663413353,0.219236518,0.161380129,5009,247,350.9166667,353.1315844,3.760935611,0.953629948,0.682641226,5976,128,188.2727273,213.1994357,3.390468843,0.940989272,0.698773227,2083,109,152.1538462,142.3785353,2.886476433,0.902443894,0.61527657,3778,58,88,72.27428271,2.563679909,0.877087771,0.63137936,2684,14,15.5,18.30321046,2.095839156,0.835889385,0.794162041,91,62,69.5,73.65036105,2.965299308,0.877268392,0.718488673,477,280,510.1351351,511.8842262,3.622334584,0.945203505,0.64285179,5976,170,291.5357143,317.1230108,3.630194087,0.940672874,0.706841231,1541,73,139.4285714,120.4457096,2.446894544,0.848447565,0.570310611,2466,40,62.75,59.76057478,2.045506532,0.794792016,0.554506201,2041,16,25,45.41398866,2.386864594,0.86134068,0.860879428,33,111,189.4,181.5619016,2.745846764,0.887742904,0.583040483,3075
380,320,-0.79,-0.0677,204.87475,-0.472927083,41.77172994,-0.886742069,-0.107344391,263.0976604,-0.992752426,-0.120177455,61.70743243,438.94,10.73,40.90773532,0.28,432.98,13.43,32.23976173,0.48,73.33,4.28,17.13317757,0.058366289,0.2,366.65,3.13,1.1722,-3.3501,1.9858,-0.434,3.58,4,1.386294361,0.75,4,1,86.242,38.8015,2.25525,129.67725,10,1.24695,0.058775,22.476625,0.102443179,2.896980194,2.14817121,2.802937444,2.885983843,0,0,0,0,0,0,0,2.885983843,-6,1,0,4461.40453,66.79374619,4292.316622,65.51577384,90.67735741,9.522465931,0,39.5164,39.646,0,0,295,466.122449,504.3684593,3.339340544,0.907732111,0.587190964,5976,201,307.34375,328.4534091,3.576005393,0.924936234,0.674297529,2671,89,142.1176471,156.1928271,1.892272797,0.746440198,0.421569635,3299,22,35,36.36842105,0.932757186,0.301094697,0.301761364,194,41,52.375,58.2220705,2.744591179,0.887858745,0.739070396,399,101,178.2142857,178.8160148,2.07663171,0.780575184,0.449962618,3684,204,319.7142857,311.9569745,3.039613003,0.891888,0.571557807,5976,125,221.25,215.4551788,2.551878983,0.840834439,0.528523854,4259,73,94.08333333,96.28310287,2.09179983,0.658731085,0.487546814,1689,37,43.42857143,45.77914326,1.369079564,0.492885295,0.379150011,1378,5,8,8.625,1.464816385,0.740740741,0.910141593,9,69,92.21428571,98.79939112,2.117285247,0.758093311,0.500054792,3032,216,309.1395349,344.0894793,2.710168312,0.811934877,0.504191245,5976,146,198.2857143,223.8920243,2.919544651,0.84948245,0.585829676,1642,45,83.5,88.46153846,0.969477117,0.363212402,0.254679032,3043,17,62,42.84210526,0.421605538,0.193338249,0.148808256,2699,6,7.5,8.848484848,1.632630927,0.777777778,0.91118867,12,99,120.12,137.0166165,2.700300356,0.882498689,0.587645251,2620
380,340,-0.1431,-0.5017,210.29875,-6.890145833,46.81564642,-0.972602402,-0.435064338,245.9000897,-0.912834786,-0.408329099,65.3542616,437.09,10.06,43.44831014,0.25,437.89,12.06,36.3092869,0.4,54.58,3.03,18.01320132,0.055514841,0.15,363.8666667,3.2,-0.3545,-2.4678,0.2417,-0.3505,3.77,5,1.043793881,0.49704142,1.988235294,0.648545603,102.2642308,37.501,2.697461538,123.967,20.84615385,1.222507692,0.052161538,23.69206154,0.061726565,1.905249593,1.087153288,1.652091616,70.82443345,20.04043434,0.282959331,2.482394616,0,0,0,0,93.34726241,-0.668192434,0.758719984,0.214686899,3871.423797,62.22076661,3832.863758,61.91012646,58.61580179,7.656095728,2.25,8.6232,11.2636,0.260924019,0.199758514,333,573.4285714,576.4047554,3.336607294,0.892372536,0.574470633,5976,268,429.3333333,456.5564631,3.092623773,0.876424829,0.553144513,5563,59,140.2,104.2008438,2.870239786,0.875956608,0.703915004,394,1,1,NA,0,0,NA,1,48,87,115.401967,1.004516622,0.35790606,0.25948449,1838,112,176.4736842,186.448186,3.425072866,0.941234746,0.725881887,1047,150,234.2857143,245.079818,3.055564741,0.909463378,0.609815834,5976,94,176.0909091,181.7930165,2.566131654,0.834489405,0.564817336,2326,52,65.33333333,68.99542646,2.155294306,0.796434108,0.545472378,3303,28,28.75,30.34494858,1.378230363,0.579327656,0.413609176,2111,6,12,18.88888889,1.063439589,0.491493384,0.593516935,23,42,72.6,75.52574802,2.166158245,0.808828423,0.579547811,1439,327,522.25,534.6146584,3.609773803,0.930148584,0.623453996,5976,211,364.030303,363.2302212,4.376662257,0.974231342,0.817783683,1130,79,94.33333333,102.853008,2.490713528,0.8444522,0.570029352,3330,32,36.2,37.25234851,2.050750366,0.804582048,0.591721477,2961,13,15.5,17.34091284,1.908309564,0.777777778,0.743995026,60,116,163.1428571,173.1330328,2.653180838,0.82000921,0.558142526,2044
380,360,-0.9738,-0.236,220.30025,-8.520083333,44.03194627,-0.785266497,-0.563910179,234.3173804,-0.812260463,-0.5832949,67.71704762,468.41,9.74,48.09137577,0.2,452.77,9.79,46.24821246,0.41,56.93,2.76,20.62681159,0.04848059,0.17,334.8823529,4.65,-0.743,-1.8076,-0.0475,0.6269,3.66,3,1.039720771,0.625,2.666666667,0.94639463,62.69875,28.00075,2.25625,146.3475,5.25,1.2509,0.0617,11.50835,0.049057598,2.996408284,2.179420639,3.078330205,1.103884307,0,0,2.149079216,0,0,0,0,3.252963523,-6,0.339347275,0,1803.196363,42.46405966,905.3501654,30.0890373,594.5795699,24.38400234,0,0.0676,0.3992,0,0,307,517,537.221584,3.29008031,0.881790325,0.574501096,5976,228,395.375,401.7510007,3.004162233,0.862089241,0.553319394,5520,68,101.2142857,116.5580056,3.056799786,0.896216106,0.724444651,431,4,5.5,10,1.33217904,0.72,0.960964047,5,42,77,84.20979028,2.124620083,0.793874524,0.568434426,753,93,145,145.5589854,3.097865417,0.898047836,0.683463302,938,128,188.2727273,199.794457,1.743343403,0.596149043,0.35930184,5976,67,98.5,103.7613123,2.13374575,0.737833949,0.507467714,1213,58,79,90.35485214,0.998965078,0.379179059,0.246023667,4755,30,48.33333333,44.3255814,1.487870829,0.660655873,0.437455008,1363,4,5,6.589090909,1.075139324,0.583333333,0.775549086,12,35,46.375,56.01017546,0.445126394,0.150943741,0.125199105,4024,302,479.3488372,478.5800701,4.15219501,0.970679628,0.727125134,5976,199,294.7575758,301.7694933,3.679737701,0.937291907,0.695168297,2700,79,145.6,145.7016703,2.885445797,0.917528928,0.660368517,2327,36,45.75,51.30082501,2.179472001,0.841823799,0.608193242,1731,12,12.6,13.67991728,2.300076777,0.884897959,0.925618988,35,114,250.1111111,183.1252526,3.231401488,0.93483086,0.682277469,2584
385,330,0.8867,-0.3388,225.33675,3.373302083,39.53395866,-0.532604166,-0.630480927,220.1897422,-0.645320884,-0.763911616,23.01482362,466.29,8.55,54.53684211,0.18,464.59,8.33,55.77310924,0.27,84.56,4.63,18.26349892,0.054754021,0.29,291.5862069,14,-0.2913,-1.4123,1.8072,2.8056,3.4,6,0.879070158,0.391836735,1.644295302,0.490618397,105.1463143,38.1156,2.7426,116.4310857,21.65714286,1.2292,0.05358,24.97400286,0.058756792,1.580535084,0.73867,1.332078799,188.9793563,2.244236581,0.011875565,1.384585151,0,0,0,0,192.608178,-1.933568813,0.981159566,0.011651824,4278.686076,65.41166621,3986.10622,63.13561768,152.8756502,12.36428931,0.63,21.5344,22.3764,0.029255517,0.028154663,261,415.2272727,448.7762898,2.504064718,0.761069658,0.450005487,5976,160,229.75,244.5666306,2.093661785,0.715649153,0.412530065,5472,91,175,205.049251,3.412663381,0.920720651,0.75654393,483,29,50.85714286,62.51817195,2.879636003,0.899902344,0.855177611,64,29,35.42857143,41.85123967,2.186235522,0.806228374,0.649255555,306,94,141.5263158,171.2525313,3.462222552,0.932719441,0.762051048,595,152,271.1666667,238.6023428,2.060531053,0.72744408,0.410147304,5976,97,169.7692308,159.0834814,1.929740656,0.61872501,0.421827885,2175,48,73.5,66.65547105,1.070393513,0.445597323,0.276501662,3782,26,36.5,31.35560564,0.614796468,0.21990666,0.188698051,3114,9,16.5,30,1.434587598,0.6725,0.652908953,40,55,113.5,94.41433022,2.464105919,0.804609473,0.614899187,521,295,466.1956522,477.9244772,3.335795385,0.892824365,0.586567582,5976,189,300.5625,309.8356064,3.833113172,0.950047411,0.731266343,1612,79,112.4615385,120.0221562,2.27256053,0.781131071,0.520102449,2116,38,46.25,54.98287213,1.836504234,0.731564141,0.50486893,1907,13,18.25,23.83539095,2.292087347,0.869897959,0.893618948,28,119,188,178.6330335,2.375994184,0.736903958,0.497161077,3265
388,330,3.7203,-0.5255,225.33675,3.373302083,39.53395866,-0.532604166,-0.630480927,220.1897422,-0.645320884,-0.763911616,23.01482362,479.7,8.67,55.32871972,0.24,466.9,10.11,46.18199802,0.31,89.08,4.48,19.88392857,0.050291872,0.31,287.3548387,14.07,-0.2913,-1.4123,2.5906,2.2751,3.52,11,1.285772386,0.504725898,2.019083969,0.536208733,100.9819565,39.22421739,2.608130435,123.8048261,19.7826087,1.242658696,0.053206522,24.99543478,0.082142953,2.729982132,1.601939246,2.698883765,338.2592487,29.43654745,0.087023629,7.540998411,32.69225219,0,0,0,407.9290468,-1.14169174,0.82921099,0.07216095,10526.48532,102.5986614,10498.69979,102.4631631,0,0,4.0604,38.37,44.0108,0.105822257,0.092259173,237,432.0277778,456.742208,2.860824436,0.868140232,0.52318818,5976,177,275.1818182,306.9548906,2.626802214,0.852946892,0.507481883,5654,55,253.3333333,168.225,2.988716676,0.917118672,0.745811875,312,12,67,119.7083333,2.200827649,0.837370242,0.8856782,17,30,34,38.90642722,2.162904105,0.784759305,0.635924312,318,83,151.3333333,164.1540348,1.950270271,0.710093805,0.441353387,3130,177,254.4545455,283.6233655,2.612876049,0.786774664,0.504791435,5976,109,158.1363636,176.5213908,1.755170706,0.60754216,0.374129301,4301,60,79.09090909,91.00193526,2.568242336,0.851685566,0.627265805,1491,36,45.42857143,57.47659395,2.003041723,0.708997531,0.558959435,900,6,7.5,8.97,1.605207107,0.769230769,0.895883144,13,60,94.36363636,101.9834711,2.19223665,0.806292465,0.535430425,1362,189,324,303.0118834,1.610964593,0.451975461,0.307333526,5976,111,184.6666667,199.4503995,3.210880131,0.865451969,0.681783531,804,62,116.1666667,96.73924853,0.616596289,0.178752509,0.149400584,4868,34,110.5,66.74885639,0.314662154,0.093662573,0.089231419,4633,5,5.5,6.25,1.504788284,0.76,0.93497753,10,75,94.25,98.08144784,3.025177839,0.890136853,0.700680062,996
390,300,-0.1023,0.4314,202.0595,0.915760417,32.60045415,0.157131772,-0.619934068,165.7770446,0.245695819,-0.969346978,41.78953678,471.66,12.08,39.04470199,0.41,461.27,11.14,41.40664273,0.4,94.57,4.86,19.45884774,0.051390504,0.31,305.0645161,6.29,0.2689,0.647,3.6132,-1.1135,3.81,5,1.418483662,0.72,3.571428571,0.881353453,94.3019,36.6085,2.6069,95.2424,13.25,1.13487,0.05655,24.67227,0.081943309,0.704500723,0.438400747,0.280753543,1417.276627,69.27432628,0.048878479,0,0,0,0,0,1486.550953,-1.331598166,0.953399292,0.046600708,8962.636548,94.67120232,9375.738818,96.82839882,0,0,9.332,84.5856,93.9176,0.110326108,0.099363698,273,484.5217391,513.3200637,2.375512849,0.743751949,0.423482448,5976,201,329.4594595,359.6535441,2.039107032,0.701574524,0.384497416,5532,63,146.25,134.8788025,2.85143793,0.891058993,0.688232007,403,4,5.5,10,1.33217904,0.72,0.960964047,5,31,48.5,54.36298404,0.498152154,0.174607458,0.145065233,2816,95,149.4736842,164.9474974,3.106622897,0.87040493,0.682192991,658,82,113,118.9397717,0.903233323,0.382896434,0.204967295,5976,30,43,50.84874017,2.966231193,0.925733607,0.872113806,91,51,64.6,66.12598271,0.789770347,0.363465765,0.200866066,5884,34,38.66666667,38.74380623,0.865123343,0.271831563,0.245330373,1193,2,2,3.102040816,0.376770161,0.21875,0.543564443,8,18,36.33333333,40.08049026,2.559720872,0.89625,0.885602644,40,148,194.1612903,210.195596,1.392838963,0.411291193,0.278723193,5976,82,102.2173913,116.9187789,0.627139183,0.184716967,0.142314304,5066,40,51.14285714,54.53032609,2.427915386,0.804814583,0.658171517,461,18,19.5,21.48226415,0.162728178,0.045954325,0.056300086,4680,3,3,3,1.039720771,0.625,0.94639463,8,62,81.25,86.63166939,2.782072339,0.872059805,0.674092985,830
390,330,3.7044,-0.6231,225.33675,3.373302083,39.53395866,-0.532604166,-0.630480927,220.1897422,-0.645320884,-0.763911616,23.01482362,451.32,9.29,48.58127018,0.23,448.17,10.25,43.72390244,0.41,63.46,3.19,19.89341693,0.050267885,0.26,244.0769231,8.91,-0.2913,-1.4123,1.3637,0.9343,3.54,9,1.515584448,0.645726808,2.822680412,0.689772208,94.01113514,38.02408108,2.506702703,134.4782973,16.89189189,1.26847027,0.055205405,23.52912703,0.108567403,2.134071124,1.284924224,2.372676841,272.0254014,28.89199145,0.106210638,10.6501314,32.69225219,0,0,0,344.2597764,-1.076103631,0.790174804,0.08392497,8217.650222,90.65125604,7936.570985,89.0874345,0,0,3.8408,31.3412,38.2396,0.122547956,0.100440381,403,438.7777778,473.7868005,4.456224661,0.974557982,0.74283577,5976,286,311.5955056,340.1478693,4.070928048,0.960912701,0.71975494,3994,107,114.5,121.5083689,3.206934732,0.915954951,0.686294073,1766,13,13.66666667,16.48582231,2.380587757,0.88340192,0.928122713,27,59,61.5,64.26342065,2.964941449,0.907700543,0.727140214,671,126,135.0277778,145.3772365,3.128302073,0.903899536,0.646840307,2115,183,277.8857143,333.773351,2.91419541,0.893783859,0.5594017,5976,113,177.5652174,222.3746972,2.758762198,0.863648224,0.583570103,1894,64,89,104.8753099,1.941373282,0.748776663,0.466801601,3031,33,42.16666667,48.59437037,1.583400417,0.58613981,0.452851993,1148,8,11.33333333,17.43019943,1.866216024,0.806122449,0.897460201,14,61,88.06666667,112.5800344,1.979152135,0.699186435,0.481443168,1081,260,392.7173913,412.013532,3.227451951,0.908777121,0.580405814,5976,158,248.6206897,262.1289045,3.574134886,0.933017811,0.7059887,1180,72,101.0769231,110.2784388,1.997233406,0.769723406,0.467007092,3444,52,73.11111111,80.32653927,1.774001174,0.743192646,0.448972855,3257,12,26,30.26086957,2.184358842,0.850694444,0.879050665,24,93,138.7692308,131.8375526,2.733135869,0.884486168,0.602995229,2100
