gx,gy,plantCMP_Dim1,plantCMP_Dim2,altitude,convex,slope,GRA.EW,GRA.NS,aspect,ASP.EW,ASP.NS,stage,litterC,litterN,l.CN,litterP,rootC,rootN,r.CN,rootP,soilC,soilN,s.CN,s.NC,soilP,s.CP,soil.available.P,topoPC1,topoPC2,NutrPC1,NutrPC2,pH,Richness,H,simp,invsimp,J,LL,LW,LLWR,SLA,MH,N,P,LA,Fdisp,pd.obs.z,mpd.obs.z,mntd.obs.z,AM,EM,EM/AM,ErM,Nfix,Nfix.wAM.NM,wAM.NM,unknow,TotalBasalArea,logEMPerc,AMPerc,EMPerc,AGBgrowth,SqrtAGBgrowth,AGBgrowth_AM,SqrtAGBgrowth_AM,AGBgrowth_EM,SqrtAGBgrowth_EM,G_EM,G_AM,G,G_EM/AM,G_EMPerc,F_l_Richness,F_l_Chao1,F_l_ACE,F_l_ShannonE,F_l_Simpson,F_l_PielousE,F_l_Abundance,ascom_l_Richness,ascom_l_Chao1,ascom_l_ACE,ascom_l_ShannonE,ascom_l_Simpson,ascom_l_PielousE,ascom_l_Abundance,basid_l_Richness,basid_l_Chao1,basid_l_ACE,basid_l_ShannonE,basid_l_Simpson,basid_l_PielousE,basid_l_Abundance,ecm_l_Richness,ecm_l_Chao1,ecm_l_ACE,ecm_l_ShannonE,ecm_l_Simpson,ecm_l_PielousE,ecm_l_Abundance,pat_l_Richness,pat_l_Chao1,pat_l_ACE,pat_l_ShannonE,pat_l_Simpson,pat_l_PielousE,pat_l_Abundance,sap_l_Richness,sap_l_Chao1,sap_l_ACE,sap_l_ShannonE,sap_l_Simpson,sap_l_PielousE,sap_l_Abundance,F_r_Richness,F_r_Chao1,F_r_ACE,F_r_ShannonE,F_r_Simpson,F_r_PielousE,F_r_Abundance,ascom_r_Richness,ascom_r_Chao1,ascom_r_ACE,ascom_r_ShannonE,ascom_r_Simpson,ascom_r_PielousE,ascom_r_Abundance,basid_r_Richness,basid_r_Chao1,basid_r_ACE,basid_r_ShannonE,basid_r_Simpson,basid_r_PielousE,basid_r_Abundance,ecm_r_Richness,ecm_r_Chao1,ecm_r_ACE,ecm_r_ShannonE,ecm_r_Simpson,ecm_r_PielousE,ecm_r_Abundance,pat_r_Richness,pat_r_Chao1,pat_r_ACE,pat_r_ShannonE,pat_r_Simpson,pat_r_PielousE,pat_r_Abundance,sap_r_Richness,sap_r_Chao1,sap_r_ACE,sap_r_ShannonE,sap_r_Simpson,sap_r_PielousE,sap_r_Abundance,F_s_Richness,F_s_Chao1,F_s_ACE,F_s_ShannonE,F_s_Simpson,F_s_PielousE,F_s_Abundance,ascom_s_Richness,ascom_s_Chao1,ascom_s_ACE,ascom_s_ShannonE,ascom_s_Simpson,ascom_s_PielousE,ascom_s_Abundance,basid_s_Richness,basid_s_Chao1,basid_s_ACE,basid_s_ShannonE,basid_s_Simpson,basid_s_PielousE,basid_s_Abundance,ecm_s_Richness,ecm_s_Chao1,ecm_s_ACE,ecm_s_ShannonE,ecm_s_Simpson,ecm_s_PielousE,ecm_s_Abundance,pat_s_Richness,pat_s_Chao1,pat_s_ACE,pat_s_ShannonE,pat_s_Simpson,pat_s_PielousE,pat_s_Abundance,sap_s_Richness,sap_s_Chao1,sap_s_ACE,sap_s_ShannonE,sap_s_Simpson,sap_s_PielousE,sap_s_Abundance
425,360,0.7844,1.0724,243.155,9.36321875,32.75519263,0.56106135,-0.314815882,119.2971235,0.872093857,-0.489338639,24.99964286,495.95,9.12,54.38048246,0.19,468.26,7.5,62.43466667,0.17,36.59,1.7,21.52352941,0.046460782,0.2,182.95,4.87,3.1926,0.2403,-1.9083,0.9,3.888,9,1.898926789,0.791111111,4.787234043,0.864238826,71.33206667,29.91973333,2.4012,109.4528667,13.83333333,1.227586667,0.0569,14.88946,0.087463936,1.840212164,1.257139328,2.164578912,3.988648777,269.7664423,67.63354143,0.538257315,0,0,0,0,274.2933484,-0.00722691,0.014541544,0.983496114,4033.933642,63.51325564,110.2130558,10.4982406,3906.075338,62.49860269,28.044,0.8564,29.0704,32.7463802,0.964692608,153,340.8947368,329.657441,1.796000393,0.678391612,0.357026649,5976,110,272.75,246.4565089,1.611458751,0.65612879,0.342828525,5778,42,68.25,80.38188931,2.773032742,0.865366281,0.741914889,197,5,5,5.555555556,1.557113098,0.78,0.967488765,10,33,159.5,176.2069444,0.421462463,0.14300113,0.120538124,3284,42,89.5,71.79924242,2.969973948,0.902267574,0.794605798,210,152,215.0333333,246.0857423,2.276824016,0.721733711,0.453200272,5976,67,87.3125,105.3586245,2.927597288,0.904225439,0.696269039,827,82,119.4,133.7580887,1.695596979,0.626480914,0.384775359,5141,32,54.75,62.19050402,1.997239739,0.791516925,0.576281573,844,4,4.333333333,6,1.329661349,0.722222222,0.959147917,6,29,34.5,42.36916264,1.884695227,0.718144531,0.559705865,320,366,632.1428571,600.7369334,3.917220227,0.944341119,0.663639431,5976,231,396.4545455,379.9798291,4.22904533,0.969882743,0.777052691,1856,94,138.4,141.3355705,2.844109464,0.860162693,0.626001525,1428,58,85.6,87.36028004,2.898388858,0.898216375,0.713810993,483,14,17.33333333,18.40900482,2.298705466,0.878772112,0.871032789,62,132,246.375,242.8033865,2.914144634,0.896837006,0.596818114,4315
439.3933983,349.3933983,9.2081,9.0089,243.155,9.36321875,32.75519263,0.56106135,-0.314815882,119.2971235,0.872093857,-0.489338639,24.99964286,373.71,9.83,38.017294,0.22,432.46,9.64,44.86099585,0.32,62.13,2.88,21.57291667,0.046354418,0.24,258.875,1.67,3.1926,0.2403,-0.0743,-0.2168,4.35,14,2.38899182,0.892011834,9.260273973,0.905244381,80.05642308,41.96657692,2.065326923,145.4199615,9.076923077,1.322888462,0.056990385,24.45745,0.116308954,3.801718723,2.321052688,3.125529907,58.87685448,123.5805542,2.098966653,20.93892683,1.213855296,0,0,0,204.6101908,-0.218976402,0.28775133,0.603980446,7385.667517,85.93990643,2597.584064,50.96649943,4118.630485,64.17655713,24.122,8.4808,39.2968,2.844307141,0.613841331,341,546.9180328,601.6255209,3.542766894,0.93448924,0.60748256,5976,225,372.5675676,403.7690944,3.2550721,0.908351225,0.600999217,3876,105,163.3333333,186.0743122,2.147873837,0.774507562,0.461515285,2066,16,20.66666667,23.67346939,2.623491171,0.915576694,0.946224426,29,42,54.75,73.39028225,1.607361331,0.699224946,0.430043716,1453,109,158.5,173.6074329,3.530977647,0.947382531,0.752657389,954,178,306.6190476,291.7495494,2.263754599,0.668225781,0.436867842,5976,93,168.25,166.3092184,3.053651786,0.915374548,0.673708716,1344,83,126.5,122.8016924,1.332576356,0.452292515,0.301566966,4621,55,78.75,88.72531275,2.370198168,0.771883235,0.591465211,1086,4,7,13,0.793730055,0.390532544,0.572555207,13,38,51.6,64.44734233,2.217286295,0.807010562,0.609548804,437,198,309.1304348,289.1236479,3.149437075,0.900771762,0.595551824,5976,128,201.9285714,182.838762,3.248063799,0.898546881,0.669423648,2127,56,79.33333333,85.51135138,1.469881144,0.641737557,0.365155956,2809,21,32.25,35.54588235,0.576787153,0.249872657,0.189450781,1413,6,12,18.88888889,0.979628174,0.446745562,0.546740894,26,78,103.0909091,104.9152459,2.767377153,0.893169785,0.635199014,2535
440,300,3.2741,-1.7839,216.7765,9.900552083,28.32387771,-0.064619125,-0.535094555,186.8858162,-0.119891019,-0.992787058,24.68738665,476.12,7.06,67.43909348,0.19,417.05,10.29,40.52964043,0.34,33.31,1.58,21.08227848,0.047433203,0.11,302.8181818,0.95,0.5247,-0.3657,-2.1697,0.6021,4.74,12,2.1072168,0.823979592,5.68115942,0.848006423,84.95524,34.10676,2.47356,144.0070714,17.28571429,1.324475,0.059817857,17.44905,0.132640297,-0.033086988,-1.327619081,-0.157177026,166.3805966,209.1840473,1.257262274,8.731143356,18.20063584,2.044830538,0,0,404.5412536,-0.286433415,0.41128215,0.517089531,7906.161279,88.91659732,4171.682976,64.58856691,3547.237015,59.55868547,29.4588,22.2188,53.528,1.325850181,0.550343745,257,531.0285714,574.5870955,2.874201849,0.85727616,0.517960433,5976,187,444.55,415.7926719,2.581089006,0.79605123,0.493411473,4299,63,98.2,146.4526097,1.465498977,0.521052223,0.353717432,1665,14,20,26.6,2.579624674,0.91966759,0.977479589,19,22,37.6,47.85128348,1.312421107,0.612696525,0.424588509,348,96,186.0833333,186.6802571,2.105813863,0.739371449,0.461361354,2606,174,282.0434783,301.1980034,2.999486707,0.883284141,0.581402317,5976,111,177.3529412,205.6273763,2.623658029,0.84343225,0.557095489,3783,58,82.42857143,84.68085106,1.832099495,0.595891364,0.451206799,2184,28,37,38.63535503,0.976768975,0.343161386,0.29312996,1699,7,9,16.44444444,1.559581156,0.703125,0.801466171,16,51,97.42857143,120.58,1.530660604,0.613466598,0.389300225,2240,379,605.5576923,581.903935,4.357109758,0.973205965,0.733824537,5976,230,461.12,396.6932839,4.069470333,0.963260432,0.74832861,2336,111,142.9545455,150.6835178,3.111437695,0.912695504,0.660668381,1741,65,77.35294118,84.57309135,2.510398451,0.849249008,0.601381302,1042,11,32,27.22115385,1.528385944,0.656111111,0.637386445,60,137,218.0526316,215.4603886,3.349762472,0.941380062,0.680848671,3566
440,320,2.9305,-0.0285,225.307,8.7763125,30.48644362,-0.462426614,-0.364362925,231.7641297,-0.785469538,-0.618900318,26.43673617,NA,NA,NA,NA,275.53,12.71,21.67820614,0.26,32.48,1.36,23.88235294,0.041871921,0.2,162.4,8.8,0.7859,-2.1287,0.1881,-1.0975,3.59,7,1.621667917,0.746666667,3.947368421,0.833372454,72.44166667,32.4164,2.242733333,178.3697333,11.66666667,1.43726,0.062073333,15.33240667,0.094962959,1.479624009,0.993419536,1.409494155,6.802798406,151.7596493,22.3084149,2.497851232,0,0,0,0,161.0602989,-0.025831726,0.042237587,0.942253617,2689.183325,51.85733627,340.3579574,18.44879284,2172.352045,46.60849756,18.6708,1.068,20.9568,17.48202247,0.890918461,333,555.2830189,604.9905431,3.723163682,0.936835696,0.641024852,5976,264,455.0526316,484.5704555,3.539365262,0.930818224,0.634755662,5705,61,94.46153846,111.1402913,3.369419993,0.93532128,0.819635947,248,2,2,3,0.636514168,0.444444444,0.918295834,3,63,99.90909091,116.0396548,2.445192866,0.838588732,0.590179424,1199,111,217.0714286,222.0754354,2.932626761,0.886723938,0.622700489,1689,92,129.4,134.7452619,0.80573261,0.229897278,0.178188917,5976,47,81.2,73.34019347,3.164247903,0.939375492,0.821851064,351,42,49.09090909,54.1145571,0.392898876,0.123266837,0.105118675,5600,22,25.75,25.97611127,0.249307765,0.085191947,0.080654915,5482,5,8,15,1.560710409,0.777777778,0.9697239,6,26,37.25,40.374922,2.558568718,0.892459953,0.785295552,198,385,670,634.1439131,3.758871741,0.930224412,0.631398975,5976,221,368,354.1487743,4.064582616,0.957283068,0.752956671,1586,129,243.2307692,207.6327474,2.529100684,0.786602903,0.520411175,2778,67,117,95.11439516,1.752878594,0.545506663,0.416886263,1721,21,99,43.66270661,2.676764432,0.911049554,0.879206669,57,147,231,246.1117502,2.982316548,0.881681434,0.59760682,2623
440,340,0.6621,2.0904,234.3275,8.836416667,34.08942821,-0.153882537,-0.659055236,193.1425159,-0.22737392,-0.973807527,17.52353996,423.57,8.03,52.74844334,0.17,445.83,8.1,55.04074074,0.18,61.01,2.82,21.63475177,0.046221931,0.12,508.4166667,1.6,0.1895,-0.5107,-2.1087,1.0467,4.42,10,2.13338193,0.859375,7.111111111,0.926516,84.330875,34.265,2.47675,99.771875,15.25,1.1119875,0.05190625,19.512125,0.072922567,2.485841238,1.655206766,1.860329074,888.1650631,625.8169673,0.704617861,1.709260722,0,0,0,0,1515.691291,-0.384162369,0.585980185,0.412892105,20322.17863,142.555879,10655.69243,103.2264134,9606.303759,98.01175317,60.0216,45.2836,106.0176,1.32545999,0.566147508,426,744.2238806,808.8758244,4.022517357,0.946762171,0.664391387,5976,314,561.4042553,611.4253508,3.696251546,0.933342026,0.642894225,5266,97,144.1428571,168.8831232,3.198735159,0.882171286,0.699221257,668,15,19,22.5,2.60043118,0.916666667,0.960259592,24,54,104.1428571,118.5143023,1.714111045,0.679572779,0.429711181,2074,132,214.2173913,239.7136984,3.097349077,0.873676312,0.634338465,1362,190,330.0454545,314.7158006,2.595590626,0.723514036,0.49467862,5976,109,200.0714286,215.4836356,3.436203383,0.946446035,0.732455462,1464,75,105.6666667,99.38359284,1.420125573,0.449990296,0.328924026,4191,38,45.5,47.54395869,2.658451775,0.899030846,0.730828538,772,7,10.33333333,15.75,1.889159164,0.839506173,0.970835763,9,48,111.3333333,77.09469022,2.655327259,0.883909048,0.685918208,784,410,613.8382353,679.2718329,4.587960311,0.980414462,0.76260646,5976,227,349.6428571,408.2048649,4.238502391,0.973196138,0.781297962,1968,144,205.25,210.6228147,3.675192187,0.957339059,0.739503069,2852,71,88.1,88.97705499,3.130584019,0.929391807,0.734416871,1404,11,14.33333333,18.72515191,1.873239118,0.801983471,0.781201389,55,112,168.4375,177.2646349,3.250158098,0.937566029,0.688811884,2709
440,360,3.5566,-1.2419,243.155,9.36321875,32.75519263,0.56106135,-0.314815882,119.2971235,0.872093857,-0.489338639,24.99964286,450.96,10.73,42.02795899,0.24,450.75,6.5,69.34615385,0.31,55.11,2.42,22.77272727,0.043912176,0.16,344.4375,1.75,3.1926,0.2403,-1.0757,-0.4695,4.28,13,2.41334064,0.896694215,9.68,0.94089212,82.61615,37.4358,2.26955,140.6647273,12.86363636,1.304618182,0.059377273,20.64731364,0.1363808,-0.843291078,-1.479480295,-0.380380572,539.0613567,71.87333321,0.133330524,3.502242617,0,0,0.791103591,0,615.2280361,-0.932464616,0.876197646,0.116823891,6833.182276,82.66306476,5957.585643,77.18539786,757.9900967,27.53161994,7.9128,31.9452,41.0264,0.247699185,0.192870932,249,533.6896552,478.5941427,2.653354147,0.838591257,0.480902002,5976,189,375.1363636,331.3021233,2.446341494,0.823253986,0.466703465,5707,52,140,147.2402497,2.822608501,0.883283623,0.714359503,257,10,28,55,2.271868513,0.892561983,0.986659959,11,29,64,52.32291891,1.784286886,0.70558969,0.529887178,327,77,129.5,127.984129,1.140291652,0.368106932,0.262509837,2289,239,329.6176471,334.552763,4.022247838,0.96863189,0.734460807,5976,124,165,173.159412,3.355828304,0.934146085,0.69618927,2292,107,148.3333333,144.0028468,3.32612775,0.941985457,0.711801752,3652,54,65,67.12580465,2.947814937,0.92034405,0.738988901,2543,10,11.5,12.41762452,1.875227249,0.792534722,0.814400847,48,80,113,124.4291597,2.759711889,0.866172188,0.629779807,859,377,556.4067797,573.0963227,4.294157039,0.971208294,0.723867086,5976,188,276.0285714,303.4913075,3.846500273,0.946014524,0.734563717,1624,151,226.3157895,215.3358627,3.41687535,0.932049846,0.681021482,2973,74,99.09090909,103.5381788,2.729127068,0.881379747,0.634081272,2103,10,31,30,1.938465006,0.798185941,0.841864655,21,127,180.2608696,199.272035,3.196925767,0.93243197,0.659950929,2517
446.4644661,356.4644661,-0.1258,0.4581,228.8965,-0.776375,43.138819,0.927397129,-0.134189153,98.23323803,0.989693328,-0.143203063,42.30861364,245.27,4.82,50.88589212,0.24,448.29,8.69,51.58688147,0.29,36.14,1.57,23.01910828,0.043442169,0.15,240.9333333,1.75,3.9898,0.4846,-2.4724,-0.0479,4.7,5,1.464816385,0.740740741,3.857142857,0.910141593,69.78466667,32.93322222,2.151111111,107.6598889,10.33333333,1.0796,0.051144444,16.39923333,0.067916225,2.084444485,1.444679771,2.26931198,232.7561169,0.17253291,0.00074126,2.901209557,0,0,0,0,235.8298594,-3.135133678,0.986966271,0.000731599,18624.09786,136.4701354,18435.61007,135.7777967,25.9535556,5.09446323,0.0484,27.9456,28.5744,0.001731936,0.001693824,351,594.0181818,639.6940644,3.857948987,0.947809086,0.658264751,5976,255,446.0526316,486.9499723,3.534425404,0.933843953,0.637837449,5213,89,132.5882353,145.3738683,3.011572601,0.882624,0.670932629,750,8,23,21.45454545,1.935600505,0.833333333,0.930827083,12,51,152.5,122.6180067,1.976887588,0.778444025,0.502791266,1432,125,191.9565217,208.9646018,2.431131848,0.765067614,0.503515716,2143,143,239.3157895,239.0191813,2.206355419,0.743943086,0.444574752,5976,62,91.07692308,108.2944856,2.794641973,0.855084861,0.677138593,514,80,155.4285714,130.1297966,1.81624222,0.693090677,0.414475395,5447,53,95.75,77.91231493,1.396771457,0.601085919,0.351805733,4740,2,2,NA,0.129740695,0.055510204,0.187176257,35,30,55.5,64.60150376,2.312951401,0.829566537,0.680040333,154,422,575,608.7626581,4.446549333,0.971999836,0.735574098,5976,241,342.4772727,362.6491511,4.195372165,0.953213866,0.764909297,1978,143,178.3571429,190.6051767,3.41264216,0.931853507,0.687638323,2668,61,89.875,87.91150416,2.428017416,0.826478815,0.590632916,1379,11,13,14.77882065,1.48541481,0.614755556,0.619466091,75,142,189.04,197.7724035,3.255886593,0.927641783,0.65698148,2899
450,300,5.3771,-6.6356,212.858,7.482322917,43.74000538,0.46142654,-0.838363382,151.1720707,0.482180819,-0.87607172,22.3173379,388.37,6.93,56.04184704,0.21,450.5,7.79,57.83055199,0.24,61.58,2.05,30.03902439,0.033290029,0.12,513.1666667,1.31,0.7018,1.1529,-2.2306,0.6574,4.43,11,2.264772322,0.885204082,8.711111111,0.944483418,92.49207692,36.99003846,2.463423077,143.8429286,11.85714286,1.368342857,0.062117857,24.86076071,0.144439422,-0.631904173,-1.329563229,-0.225587012,109.8135183,81.67632652,0.743772969,13.52211647,0,9.820159998,0,0,214.8321213,-0.420001878,0.51115968,0.380186752,6067.23296,77.89244482,4569.127831,67.59532403,1037.077629,32.20368968,11.62,20.3412,34.6964,0.5712544,0.334905062,250,275.2857143,294.2409278,2.878981239,0.835832229,0.521416575,5976,183,204.1960784,220.250439,2.515272654,0.803379215,0.48282548,5452,55,58,60.82069562,3.070586153,0.92166787,0.76624179,481,2,2,2,0.673011667,0.48,0.970950594,5,37,38.23529412,42.21848015,1.436751695,0.519581796,0.397890988,703,88,97.13043478,103.3019659,3.533351346,0.935494465,0.789163624,607,161,253.125,259.7441611,2.039545228,0.602397542,0.401374321,5976,73,114.3333333,119.2077541,2.596894896,0.857085228,0.605271984,1174,84,132,132.6464061,1.277044187,0.391241815,0.288218684,4796,48,75.2,73.41914617,2.948421125,0.925891865,0.761629561,842,5,6.5,10.34013605,1.359236701,0.68,0.844541246,10,40,57,67.51818182,2.03273842,0.776342975,0.551044957,528,196,311.7142857,293.2253324,2.023099906,0.580922642,0.383299727,5976,134,217.1818182,212.8949874,3.622945089,0.926085673,0.739702652,817,48,72,64.22217814,0.997200216,0.34773103,0.257594533,4776,22,34,33.15625,0.61191081,0.244761688,0.197962603,4436,10,11.5,14.13454271,2.053944603,0.8416,0.892016807,25,76,105,108.3116592,2.989340569,0.917069518,0.69026198,1089
450,330,2.3199,5.6879,226.5175,4.516645833,45.284372,1.004643701,-0.103646524,95.89022224,0.994720348,-0.102622757,30.98291258,373.43,9.1,41.03626374,0.27,343.24,5.44,63.09558824,0.23,32.7,1.23,26.58536585,0.037614679,0.16,204.375,2.98,4.4288,0.3649,-1.9925,-1.6225,4.52,13,2.432042026,0.9,10,0.948183253,80.77995,37.50365,2.2405,120.2886,8.35,1.154205,0.05376,22.043015,0.097111831,3.27387887,2.227789827,2.880705126,941.7853034,11.66238765,0.012383276,4.89922781,0,0,0,0,958.3469189,-1.914699608,0.982718559,0.012169275,14838.9029,121.8150356,14269.60674,119.4554592,384.6145449,19.61159211,1.9012,124.538,128.1512,0.015266023,0.0148356,270,373.362069,396.5698298,2.349234019,0.696701689,0.419624322,5976,182,272,277.8895036,4.362878963,0.975126906,0.838369208,844,76,92.66666667,102.7677228,1.502777974,0.584411089,0.347003119,5101,19,22.5,24.52631579,1.21275272,0.471123845,0.411879047,287,37,50.90909091,63.68743974,2.480268733,0.844170602,0.686880398,199,73,86.58823529,90.43673469,3.450428156,0.937298017,0.80420948,428,178,324.7142857,314.1990637,3.062024557,0.890413562,0.590920969,5976,88,157.4615385,173.7520303,2.842466209,0.915847529,0.634856462,2125,85,140.1111111,126.9622485,2.153368884,0.759993721,0.484703561,3837,43,69,56.49649125,1.817151192,0.630810052,0.483130686,1502,2,2,2,0.598269589,0.408163265,0.863120569,7,60,122.3333333,152.6393044,2.259625598,0.848846091,0.551889457,1350,335,511.25,521.174125,3.890395631,0.955518975,0.669127673,5976,223,351.1219512,372.2125529,3.520235116,0.93107427,0.651030754,2631,80,113.8333333,112.3892368,3.009071512,0.919423996,0.686684898,1356,40,48.66666667,50.64696592,2.173356958,0.795841439,0.589164538,537,15,24.33333333,24.04691358,2.165403739,0.808004327,0.799617281,43,115,150.4545455,164.5024737,2.90558531,0.900107994,0.612355505,3471
450,360,-1.0743,0.4725,228.8965,-0.776375,43.138819,0.927397129,-0.134189153,98.23323803,0.989693328,-0.143203063,42.30861364,401.87,8.49,47.33451119,0.2,448.48,15.12,29.66137566,0.48,22.76,1.11,20.5045045,0.048769772,0.19,119.7894737,1.96,3.9898,0.4846,-0.5779,-0.1978,3.72,6,1.676987774,0.790123457,4.764705882,0.935944697,75.04566667,29.91711111,2.548555556,82.72644444,13.5,1.032077778,0.051822222,15.45167778,0.050898639,0.09654072,0.038523991,0.303569234,46.10842991,332.1835778,7.204400116,4.696430312,0,0,0,0,382.988438,-0.061807004,0.12039118,0.86734623,6574.960945,81.08613288,2057.304221,45.3575156,4243.45567,65.141812,60.5288,6.0624,67.3708,9.984296648,0.898442649,327,531.9285714,572.1544408,3.437170662,0.924120063,0.593643231,5976,237,389.0526316,413.0994056,3.165987015,0.902572331,0.578996378,4925,79,118.0555556,140.8021169,1.935953847,0.668826186,0.443066015,1023,10,13.75,16.66666667,2.211068871,0.88,0.96025501,15,40,47.8,53.50047217,1.936495692,0.733720775,0.524954994,754,103,150.1428571,168.1551411,1.993723003,0.775087704,0.430170353,3159,185,280.5769231,291.4998826,3.139645693,0.899795355,0.601423696,5976,84,144.5454545,141.2869318,2.32538464,0.780765476,0.52482076,2849,98,129,140.0129156,2.483684106,0.80059551,0.541701575,2988,63,90.14285714,88.56705882,2.500416416,0.788860276,0.603508353,1532,4,5,7.666666667,0.231456017,0.089506173,0.166960224,108,38,73,90.08252309,1.125912325,0.483257237,0.30952183,1786,389,679.5652174,645.5009967,4.371096308,0.973070775,0.73296523,5976,207,405,380.3942198,4.247045997,0.970976815,0.796412892,1385,142,203.8947368,202.2279255,3.452222846,0.945502466,0.696598732,3472,70,89.125,86.90738814,2.932736008,0.902682382,0.690299939,1983,14,32,37.265,2.296646652,0.856123662,0.870252657,29,142,246,265.2218922,3.207121609,0.916052225,0.647141551,2281
453.5355339,303.5355339,4.1423,-2.4774,223.3595,9.466677083,35.62312953,-0.198270384,-0.688563039,196.0636553,-0.276705086,-0.960954887,21.81406298,391.67,9,43.51888889,0.25,477.59,9.65,49.49119171,0.29,69.21,3.15,21.97142857,0.045513654,0.23,300.9130435,1.82,0.0329,-0.5288,-0.1592,0.2185,3.85,7,1.55257675,0.733727811,3.755555556,0.797866618,62.16676923,27.97157692,2.190923077,165.2067692,7.538461538,1.357992308,0.066930769,12.46778462,0.095271869,1.345016109,1.08812541,1.52620679,55.14148178,12.88590911,0.233688118,8.968254526,8.915992909,0,0,0,85.91163833,-0.823934041,0.641839486,0.149990262,2483.052158,49.83023337,2400.321622,48.99307729,1.82E-13,4.27E-07,2.194,7.9156,12.1072,0.277174188,0.181214484,326,444.2638889,494.5687377,3.479576358,0.927086021,0.601285305,5976,232,319.1276596,344.34352,3.106649416,0.898512394,0.570368866,4783,81,103,124.4047779,2.34504781,0.789718441,0.533638626,1158,18,19.11111111,22.17457915,2.680839527,0.91322314,0.927506823,44,35,45.11111111,50.39733333,0.935973894,0.367910463,0.263258021,1256,117,140.7857143,156.4130898,2.622884918,0.840598285,0.550774699,2594,195,306,296.4912573,3.278434334,0.921358571,0.621739922,5976,101,173.7692308,174.8711406,2.993901976,0.903447357,0.648715882,1939,88,117.0769231,118.2145182,2.459912465,0.848753816,0.549414209,4021,54,71.14285714,71.58700798,2.264974074,0.837418703,0.567807253,2557,8,10,14,1.106576812,0.529656608,0.53215096,62,51,101.6,88.40405956,2.389646038,0.833504073,0.607770095,988,371,659.7708333,619.2663093,3.778170668,0.940875058,0.638614204,5976,229,404.0909091,400.691519,3.839479613,0.944028208,0.706602143,2121,105,184.6153846,170.2258128,2.145627446,0.71892397,0.461032601,2112,59,124,95.15171123,2.099427736,0.703831216,0.514876384,906,17,21.66666667,27.59615385,2.550948446,0.9,0.900372876,40,144,250.9375,222.3327418,2.943132959,0.899126561,0.592201916,4280
453.5355339,333.5355339,6.6887,7.3276,226.5175,4.516645833,45.284372,1.004643701,-0.103646524,95.89022224,0.994720348,-0.102622757,30.98291258,365.56,8.31,43.99037304,0.23,468.98,7.93,59.13997478,0.31,124.82,3.36,37.14880952,0.026918763,0.15,832.1333333,5.45,4.4288,0.3649,0.37,1.2674,4.14,17,2.434754789,0.864197531,7.363636364,0.859361613,75.41272222,39.22025,2.026666667,152.1708056,7.208333333,1.361411111,0.05905,21.87608889,0.107864027,3.347576587,1.516062615,3.474086693,37.32587354,159.1349229,4.263394472,16.04102479,0,0,0,0,212.5018212,-0.125596579,0.175649664,0.748863807,4978.436901,70.55803924,1410.373401,37.55493844,2838.074951,53.27358587,17.9672,5.7032,29.5688,3.150371721,0.607640486,289,365.880597,392.2471149,3.196233976,0.897915401,0.564065178,5976,186,231.2173913,256.0953582,2.857416795,0.859847711,0.546795888,3776,92,125,123.1185607,1.922874504,0.651459627,0.425246442,2174,20,23,23.942,1.243839283,0.455185989,0.415203753,253,40,49.1,53.63755002,1.769730336,0.717768813,0.479747402,1641,89,103.7727273,109.3559751,3.633088834,0.951929333,0.809397005,526,157,224.3448276,255.2597006,1.88742876,0.605438936,0.373286591,5976,69,111.2727273,128.7918591,2.870629458,0.899548576,0.677977622,961,85,110.8333333,126.2233575,1.153741562,0.439862007,0.25969663,4999,57,70.90909091,76.75631727,1.747465727,0.548100943,0.432214585,1234,3,3,4,0.30833869,0.138013087,0.280661971,41,33,43.11111111,60.87113741,1.973282298,0.745804823,0.564358081,445,242,420.3636364,412.5393435,3.172497303,0.905406656,0.577980196,5976,150,255,246.4181903,3.227916623,0.861718222,0.644213045,1500,66,128.1428571,116.7654269,1.906854562,0.699632834,0.455134057,2019,36,47,47.84699158,1.268514722,0.477397144,0.353985773,1411,6,6.333333333,7.358974359,1.630799105,0.775510204,0.91016631,14,87,194.625,167.8919936,2.319537993,0.836615918,0.519387755,3764
